MolecularFormula,Mass,C,H,O,N,S,P,El_comp,DBE,HC,OC,NC,AI_mod,NOSC,compound_class,log_CIR
C18H28O6,352.184690642857,18,28,6,0,0,0,CHO,5.0,1.5555555555555556,0.3333333333333333,0.0,0.13333333333333333,-0.8888888888888893,lipid_like,1.3363915612202462
C14H10O11,353.015042130435,14,10,11,0,0,0,CHO,10.0,0.7142857142857143,0.7857142857142857,0.0,0.5294117647058824,0.8571428571428572,aromatic,0.8889396283658527
C18H10O8,353.030235857143,18,10,8,0,0,0,CHO,14.0,0.5555555555555556,0.4444444444444444,0.0,0.7142857142857143,0.3333333333333335,condensed_aromatic,0.9116393633008247
C11H18O5N2S3,353.030489,11,18,5,2,3,0,CHONS,4.0,1.6363636363636365,0.45454545454545453,0.18181818181818182,0.0,0.36363636363636376,lipid_like,1.395085176130217
C15H14O8S,353.033652,15,14,8,0,1,0,CHOS,9.0,0.9333333333333333,0.5333333333333333,0.0,0.4,0.2666666666666666,other,1.1614388499802057
C12H22O2N2S4,353.049093166667,12,22,2,2,4,0,CHONS,3.0,1.8333333333333333,0.16666666666666666,0.16666666666666666,0.0,-0.33333333333333304,lipid_like,1.2563313393794613
C15H14O10,353.0514456875,15,14,10,0,0,0,CHO,9.0,0.9333333333333333,0.6666666666666666,0.0,0.4,0.3999999999999999,other,1.179980965802414
C19H14O7,353.066759,19,14,7,0,0,0,CHO,13.0,0.7368421052631579,0.3684210526315789,0.0,0.6129032258064516,0.0,aromatic,0.8140414891538127
C16H18O7S,353.070032416667,16,18,7,0,1,0,CHOS,8.0,1.125,0.4375,0.0,0.30434782608695654,-0.125,CRAM,0.9884777046938228
C14H26O2S4,353.074376,14,26,2,0,4,0,CHOS,2.0,1.8571428571428572,0.14285714285714285,0.0,0.0,-1.0,lipid_like,1.114514939658307
C16H22ON2S3,353.082255,16,22,1,2,3,0,CHONS,7.0,1.375,0.0625,0.125,0.23809523809523808,-0.5,CRAM,0.9521221845161155
C16H18O9,353.0878078375,16,18,9,0,0,0,CHO,8.0,1.125,0.5625,0.0,0.30434782608695654,0.0,other,1.1788273465104857
C13H22O9S,353.091078333333,13,22,9,0,1,0,CHOS,3.0,1.6923076923076923,0.6923076923076923,0.0,0.0,-0.1538461538461542,carbohydrate_like,1.2287305143653662
C15H18O8N2,353.099070392157,15,18,8,2,0,0,CHON,8.0,1.2,0.5333333333333333,0.13333333333333333,0.3333333333333333,0.2666666666666666,N_containing,1.1938454214585597
C20H18O6,353.103098,20,18,6,0,0,0,CHO,12.0,0.9,0.3,0.0,0.5294117647058824,-0.2999999999999998,aromatic,0.8853797308324334
C17H22O8,353.1242094625,17,22,8,0,0,0,CHO,7.0,1.2941176470588236,0.47058823529411764,0.0,0.23076923076923078,-0.35294117647058787,CRAM,1.0339445479794334
C14H26O8S,353.127645,14,26,8,0,1,0,CHOS,2.0,1.8571428571428572,0.5714285714285714,0.0,0.0,-0.5714285714285712,carbohydrate_like,1.136522372399051
C16H22O7N2,353.135458875,16,22,7,2,0,0,CHON,7.0,1.375,0.4375,0.125,0.23809523809523808,-0.125,CRAM,1.08101760950551
C21H22O5,353.139541,21,22,5,0,0,0,CHO,11.0,1.0476190476190477,0.23809523809523808,0.0,0.4594594594594595,-0.5714285714285712,CRAM,0.9094225152788813
C18H26O5S,353.1427857,18,26,5,0,1,0,CHOS,6.0,1.4444444444444444,0.2777777777777778,0.0,0.1724137931034483,-0.7777777777777777,CRAM,1.1654415494764672
C14H26O10,353.145293,14,26,10,0,0,0,CHO,2.0,1.8571428571428572,0.7142857142857143,0.0,0.0,-0.4285714285714288,carbohydrate_like,1.1471178671545985
C18H26O7,353.160564675,18,26,7,0,0,0,CHO,6.0,1.4444444444444444,0.3888888888888889,0.0,0.1724137931034483,-0.666666666666667,CRAM,1.1934007136362368
C19H30O4S,353.1792215,19,30,4,0,1,0,CHOS,5.0,1.5789473684210527,0.21052631578947367,0.0,0.125,-1.0526315789473681,lipid_like,1.3088283812148456
C19H30O6,353.196980238095,19,30,6,0,0,0,CHO,5.0,1.5789473684210527,0.3157894736842105,0.0,0.125,-0.9473684210526319,lipid_like,1.3425205087808325
C16H34O6S,353.200341733333,16,34,6,0,1,0,CHOS,0.0,2.125,0.375,0.0,0.0,-1.25,lipid_like,1.1451352189444988
C16H35O6P,353.209798,16,35,6,0,0,1,CHOP,-0.5,2.1875,0.375,0.0,0.0,-1.75,lipid_like,1.1451352189444988
C20H34O3S,353.2156222,20,34,3,0,1,0,CHOS,4.0,1.7,0.15,0.0,0.08571428571428572,-1.2999999999999998,lipid_like,1.3262140308777446
C14H13O10N,354.046676212121,14,13,10,1,0,0,CHON,9.0,0.9285714285714286,0.7142857142857143,0.07142857142857142,0.4375,0.7142857142857144,N_containing,1.180058633228676
C14H14O10,354.054811833333,14,14,10,0,0,0,CHO,8.0,1.0,0.7142857142857143,0.0,0.3333333333333333,0.4285714285714284,other,1.1717178671545985
C18H13O7N,354.06196,18,13,7,1,0,0,CHON,13.0,0.7222222222222222,0.3888888888888889,0.05555555555555555,0.6666666666666666,0.22222222222222232,condensed_aromatic,0.9520970352658698
C15H17O9N,354.08306236508,15,17,9,1,0,0,CHON,8.0,1.1333333333333333,0.6,0.06666666666666667,0.3157894736842105,0.2666666666666666,N_containing,1.1795667986825489
C15H18O9,354.091159432432,15,18,9,0,0,0,CHO,7.0,1.2,0.6,0.0,0.23809523809523808,0.0,other,1.1712260326084716
C14H17O8N3,354.09426,14,17,8,3,0,0,CHON,8.0,1.2142857142857142,0.5714285714285714,0.21428571428571427,0.35714285714285715,0.5714285714285716,N_containing,1.2026572834805453
C19H17O6N,354.0983565,19,17,6,1,0,0,CHON,12.0,0.8947368421052632,0.3157894736842105,0.05263157894736842,0.5666666666666667,-0.10526315789473717,aromatic,0.8798168304104658
C16H21O8N,354.119462655738,16,21,8,1,0,0,CHON,7.0,1.3125,0.5,0.0625,0.22727272727272727,-0.125,protein_like,1.0133809299562975
C16H22O8,354.127563291139,16,22,8,0,0,0,CHO,6.0,1.375,0.5,0.0,0.16666666666666666,-0.375,other,1.3057068305488868
C20H21O5N,354.134633,20,21,5,1,0,0,CHON,11.0,1.05,0.25,0.05,0.48484848484848486,-0.40000000000000036,CRAM,0.9451351910450849
C13H29O2N3S3,354.1350135,13,29,2,3,3,0,CHONS,1.0,2.230769230769231,0.15384615384615385,0.23076923076923078,0.0,-0.7692307692307692,lipid_like,1.0510786046518632
C17H25O5NS,354.1380796,17,25,5,1,1,0,CHONS,6.0,1.4705882352941178,0.29411764705882354,0.058823529411764705,0.16,-0.5882352941176467,CRAM,1.2000303573720104
C17H26O5S,354.146188666667,17,26,5,0,1,0,CHOS,5.0,1.5294117647058822,0.29411764705882354,0.0,0.1111111111111111,-0.8235294117647056,lipid_like,1.3146895912979328
C17H25O7N,354.155837852941,17,25,7,1,0,0,CHON,6.0,1.4705882352941178,0.4117647058823529,0.058823529411764705,0.16,-0.47058823529411775,CRAM,1.22798952153178
C17H26O7,354.163913540984,17,26,7,0,0,0,CHO,5.0,1.5294117647058822,0.4117647058823529,0.0,0.1111111111111111,-0.7058823529411766,lipid_like,1.3426487554577022
C15H34O6S,354.203685,15,34,6,0,1,0,CHOS,-1.0,2.2666666666666666,0.4,0.0,0.0,-1.333333333333333,lipid_like,1.1375339050424844
C9H12O3N2S5,354.937893,9,12,3,2,5,0,CHONS,5.0,1.3333333333333333,0.3333333333333333,0.2222222222222222,0.0,1.1111111111111112,CRAM,1.251518178298606
C17H8O9,355.009599916667,17,8,9,0,0,0,CHO,14.0,0.47058823529411764,0.5294117647058824,0.0,0.76,0.5882352941176472,condensed_aromatic,0.9048783972743655
C14H12O9S,355.012875,14,12,9,0,1,0,CHOS,9.0,0.8571428571428571,0.6428571428571429,0.0,0.4117647058823529,0.5714285714285716,other,1.162962933960656
C16H8O8N2,355.020862,16,8,8,2,0,0,CHON,14.0,0.5,0.5,0.125,0.9,0.875,condensed_aromatic,0.922646735360574
C14H12O11,355.030672689655,14,12,11,0,0,0,CHO,9.0,0.8571428571428571,0.7857142857142857,0.0,0.4117647058823529,0.7142857142857144,other,1.179637667581539
C22H12O3S,355.043499,22,12,3,0,1,0,CHOS,17.0,0.5454545454545454,0.13636363636363635,0.0,0.7435897435897436,-0.18181818181818166,condensed_aromatic,0.8188450302130901
C18H12O8,355.045939625,18,12,8,0,0,0,CHO,13.0,0.6666666666666666,0.4444444444444444,0.0,0.6428571428571429,0.22222222222222232,aromatic,0.8124584109198723
C15H16O8S,355.049271625,15,16,8,0,1,0,CHOS,8.0,1.0666666666666667,0.5333333333333333,0.0,0.3,0.1333333333333333,other,1.1614388499802057
C12H24O2N2S4,355.064861,12,24,2,2,4,0,CHONS,2.0,2.0,0.16666666666666666,0.16666666666666666,0.0,-0.5,lipid_like,1.1606646727127947
C15H16O10,355.0670794,15,16,10,0,0,0,CHO,8.0,1.0666666666666667,0.6666666666666666,0.0,0.3,0.2666666666666666,other,1.179980965802414
C14H16O9N2,355.078375052631,14,16,9,2,0,0,CHON,8.0,1.1428571428571428,0.6428571428571429,0.14285714285714285,0.3333333333333333,0.5714285714285716,N_containing,1.19536950543901
C12H21O10P,355.0799465,12,21,10,0,0,1,CHOP,2.5,1.75,0.8333333333333334,0.0,0.0,-0.5,carbohydrate_like,1.1861443620640657
C19H16O7,355.082350219512,19,16,7,0,0,0,CHO,12.0,0.8421052631578947,0.3684210526315789,0.0,0.5483870967741935,-0.10526315789473717,aromatic,0.8554823493688665
C16H20O7S,355.08560475,16,20,7,0,1,0,CHOS,7.0,1.25,0.4375,0.0,0.21739130434782608,-0.25,CRAM,1.015811038027156
C16H20O9,355.1034543,16,20,9,0,0,0,CHO,7.0,1.25,0.5625,0.0,0.21739130434782608,-0.125,other,1.1788273465104857
C15H20O8N2,355.114685548387,15,20,8,2,0,0,CHON,7.0,1.3333333333333333,0.5333333333333333,0.13333333333333333,0.2222222222222222,0.1333333333333333,protein_like,1.0298454214585597
C13H25O9P,355.116446833333,13,25,9,0,0,1,CHOP,1.5,1.9230769230769231,0.6923076923076923,0.0,0.0,-0.9230769230769234,carbohydrate_like,1.0408138476986997
C20H20O6,355.118717560976,20,20,6,0,0,0,CHO,11.0,1.0,0.3,0.0,0.47058823529411764,-0.40000000000000036,CRAM,0.9191444367147863
C17H24O6S,355.121991583333,17,24,6,0,1,0,CHOS,6.0,1.411764705882353,0.35294117647058826,0.0,0.15384615384615385,-0.5882352941176467,CRAM,1.1740396030417117
C13H29O3N2S2P,355.128548,13,29,3,2,2,1,CHONSP,0.5,2.230769230769231,0.23076923076923078,0.15384615384615385,0.0,-1.384615384615385,lipid_like,1.114162438214716
C17H24O8,355.1398654375,17,24,8,0,0,0,CHO,6.0,1.411764705882353,0.47058823529411764,0.0,0.15384615384615385,-0.47058823529411775,CRAM,1.1979445479794333
C14H28O8S,355.143243,14,28,8,0,1,0,CHOS,1.0,2.0,0.5714285714285714,0.0,0.0,-0.7142857142857144,carbohydrate_like,0.9998557057323844
C14H29O8P,355.152812,14,29,8,0,0,1,CHOP,0.5,2.0714285714285716,0.5714285714285714,0.0,0.0,-1.2857142857142856,carbohydrate_like,1.0326557057323844
C21H24O5,355.155138428571,21,24,5,0,0,0,CHO,10.0,1.1428571428571428,0.23809523809523808,0.0,0.40540540540540543,-0.666666666666667,CRAM,0.9367558486122146
C18H28O5S,355.158469416667,18,28,5,0,1,0,CHOS,5.0,1.5555555555555556,0.2777777777777778,0.0,0.10344827586206896,-0.8888888888888893,lipid_like,1.321241549476467
C18H28O7,355.176232269231,18,28,7,0,0,0,CHO,5.0,1.5555555555555556,0.3888888888888889,0.0,0.10344827586206896,-0.7777777777777777,lipid_like,1.349200713636237
C15H33O7P,355.189205,15,33,7,0,0,1,CHOP,-0.5,2.2,0.4666666666666667,0.0,0.0,-1.5999999999999996,lipid_like,1.1503430574584752
C19H32O4S,355.194880285714,19,32,4,0,1,0,CHOS,4.0,1.6842105263157894,0.21052631578947367,0.0,0.0625,-1.1578947368421053,lipid_like,1.377161714548179
C19H32O6,355.2125987,19,32,6,0,0,0,CHO,4.0,1.6842105263157894,0.3157894736842105,0.0,0.0625,-1.0526315789473681,lipid_like,1.4108538421141659
C21H40O4,355.28536,21,40,4,0,0,0,CHO,2.0,1.9047619047619047,0.19047619047619047,0.0,0.0,-1.5238095238095237,lipid_like,1.218880399456673
C20H8O4NP,356.011715,20,8,4,1,0,1,CHONP,17.5,0.4,0.2,0.05,0.9375,-0.09999999999999964,condensed_aromatic,0.8445930752228769
C13H12O11,356.0340795,13,12,11,0,0,0,CHO,8.0,0.9230769230769231,0.8461538461538461,0.0,0.3333333333333333,0.7692307692307692,other,1.170586467093607
C17H11O8N,356.041181,17,11,8,1,0,0,CHON,13.0,0.6470588235294118,0.47058823529411764,0.058823529411764705,0.7083333333333334,0.47058823529411775,condensed_aromatic,0.9475297584979552
C10H19O5N3S3,356.041432,10,19,5,3,3,0,CHONS,3.0,1.9,0.5,0.3,0.0,0.6000000000000001,carbohydrate_like,1.2492303573720105
C17H12O8,356.049373,17,12,8,0,0,0,CHO,12.0,0.7058823529411765,0.47058823529411764,0.0,0.6153846153846154,0.23529411764705888,aromatic,0.8392471120819974
C14H15O10N,356.062314608696,14,15,10,1,0,0,CHON,8.0,1.0714285714285714,0.7142857142857143,0.07142857142857142,0.3125,0.5714285714285716,N_containing,1.180058633228676
C14H16O10,356.070417932204,14,16,10,0,0,0,CHO,7.0,1.1428571428571428,0.7142857142857143,0.0,0.2222222222222222,0.2857142857142856,other,1.1717178671545985
C18H15O7N,356.077573857143,18,15,7,1,0,0,CHON,12.0,0.8333333333333334,0.3888888888888889,0.05555555555555555,0.5925925925925926,0.11111111111111116,aromatic,0.8808278994634007
C18H16O7,356.085605,18,16,7,0,0,0,CHO,11.0,0.8888888888888888,0.3888888888888889,0.0,0.5172413793103449,-0.11111111111111072,aromatic,0.8561639320270414
C15H20O7S,356.089062,15,20,7,0,1,0,CHOS,6.0,1.3333333333333333,0.4666666666666667,0.0,0.14285714285714285,-0.2666666666666666,CRAM,1.1722097241251417
C15H19O9N,356.098744313433,15,19,9,1,0,0,CHON,7.0,1.2666666666666666,0.6,0.06666666666666667,0.21052631578947367,0.1333333333333333,N_containing,1.1795667986825489
C15H20O9,356.106829320513,15,20,9,0,0,0,CHO,6.0,1.3333333333333333,0.6,0.0,0.14285714285714285,-0.13333333333333375,other,1.307892699275138
C14H19O8N3,356.109942,14,19,8,3,0,0,CHON,7.0,1.3571428571428572,0.5714285714285714,0.21428571428571427,0.21428571428571427,0.4285714285714284,protein_like,1.0386572834805452
C20H23ONS2,356.114767,20,23,1,1,2,0,CHONS,10.0,1.15,0.05,0.05,0.42424242424242425,-0.7000000000000002,CRAM,0.8715322635487933
C16H23O8N,356.135089948276,16,23,8,1,0,0,CHON,6.0,1.4375,0.5,0.0625,0.13636363636363635,-0.25,protein_like,1.1773809299562976
C16H24O8,356.143182861111,16,24,8,0,0,0,CHO,5.0,1.5,0.5,0.0,0.08333333333333333,-0.5,carbohydrate_like,1.1933867849488808
C17H28O5S,356.161784,17,28,5,0,1,0,CHOS,4.0,1.6470588235294117,0.29411764705882354,0.0,0.037037037037037035,-0.9411764705882355,lipid_like,1.3830229246312662
C17H27O7N,356.171508782609,17,27,7,1,0,0,CHON,5.0,1.588235294117647,0.4117647058823529,0.058823529411764705,0.08,-0.5882352941176467,lipid_like,1.3837895215317797
C17H28O7,356.179575428571,17,28,7,0,0,0,CHO,4.0,1.6470588235294117,0.4117647058823529,0.0,0.037037037037037035,-0.8235294117647056,lipid_like,1.4109820887910356
C18H31O6N,356.2078365,18,31,6,1,0,0,CHON,4.0,1.7222222222222223,0.3333333333333333,0.05555555555555555,0.03571428571428571,-0.8888888888888893,lipid_like,1.4458656606276568
C17H10O9,357.02518765,17,10,9,0,0,0,CHO,13.0,0.5882352941176471,0.5294117647058824,0.0,0.68,0.47058823529411775,condensed_aromatic,0.9223717306076988
C14H14O9S,357.02855,14,14,9,0,1,0,CHOS,8.0,1.0,0.6428571428571429,0.0,0.29411764705882354,0.4285714285714284,other,1.162962933960656
C14H14O11,357.046318314286,14,14,11,0,0,0,CHO,8.0,1.0,0.7857142857142857,0.0,0.29411764705882354,0.5714285714285716,other,1.179637667581539
C11H19O11P,357.0592155,11,19,11,0,0,1,CHOP,2.5,1.7272727272727273,1.0,0.0,0.0,-0.18181818181818166,carbohydrate_like,1.179484610732871
C18H14O8,357.061612478261,18,14,8,0,0,0,CHO,12.0,0.7777777777777778,0.4444444444444444,0.0,0.5714285714285714,0.11111111111111116,aromatic,0.8554107918722533
C15H18O8S,357.064929365854,15,18,8,0,1,0,CHOS,7.0,1.2,0.5333333333333333,0.0,0.2,0.0,other,1.1614388499802057
C11H23O5N2S2P,357.071261,11,23,5,2,2,1,CHONSP,1.5,2.090909090909091,0.45454545454545453,0.18181818181818182,0.0,-0.7272727272727275,lipid_like,1.1525018427968838
C15H18O10,357.0827251625,15,18,10,0,0,0,CHO,7.0,1.2,0.6666666666666666,0.0,0.2,0.1333333333333333,other,1.179980965802414
C14H19O7N2P,357.085729666667,14,19,7,2,0,1,CHONP,6.5,1.3571428571428572,0.5,0.14285714285714285,0.26666666666666666,-0.2857142857142856,protein_like,1.0685698636223468
C12H22O10S,357.085990333333,12,22,10,0,1,0,CHOS,2.0,1.8333333333333333,0.8333333333333334,0.0,0.0,0.0,carbohydrate_like,1.1280610287307322
C14H18O9N2,357.0939715,14,18,9,2,0,0,CHON,7.0,1.2857142857142858,0.6428571428571429,0.14285714285714285,0.2,0.4285714285714284,N_containing,1.19536950543901
C12H23O10P,357.095611,12,23,10,0,0,1,CHOP,1.5,1.9166666666666667,0.8333333333333334,0.0,0.0,-0.666666666666667,carbohydrate_like,1.0358110287307323
C19H18O7,357.097966652174,19,18,7,0,0,0,CHO,11.0,0.9473684210526315,0.3684210526315789,0.0,0.4838709677419355,-0.21052631578947345,CRAM,0.92619632786349
C16H22O7S,357.101258111111,16,22,7,0,1,0,CHOS,6.0,1.375,0.4375,0.0,0.13043478260869565,-0.375,CRAM,1.179811038027156
C16H22O7S,357.101443,16,22,7,0,1,0,CHOS,6.0,1.375,0.4375,0.0,0.13043478260869565,-0.375,CRAM,1.179811038027156
C12H27O4N2S2P,357.107647,12,27,4,2,2,1,CHONSP,0.5,2.25,0.3333333333333333,0.16666666666666666,0.0,-1.166666666666667,lipid_like,1.1280617452165032
C16H22O9,357.1190998625,16,22,9,0,0,0,CHO,6.0,1.375,0.5625,0.0,0.13043478260869565,-0.25,other,1.3154940131771524
C15H22O8N2,357.130262666667,15,22,8,2,0,0,CHON,6.0,1.4666666666666666,0.5333333333333333,0.13333333333333333,0.1111111111111111,0.0,protein_like,1.1938454214585597
C20H22O6,357.134371647059,20,22,6,0,0,0,CHO,10.0,1.1,0.3,0.0,0.4117647058823529,-0.5,CRAM,0.9464777700481197
C17H26O6S,357.137724,17,26,6,0,1,0,CHOS,5.0,1.5294117647058822,0.35294117647058826,0.0,0.07692307692307693,-0.7058823529411766,lipid_like,1.329839603041712
C13H31O3N2S2P,357.144165,13,31,3,2,2,1,CHONSP,-0.5,2.3846153846153846,0.23076923076923078,0.15384615384615385,0.0,-1.5384615384615383,lipid_like,1.1278291048813827
C17H26O8,357.155485291139,17,26,8,0,0,0,CHO,5.0,1.5294117647058822,0.47058823529411764,0.0,0.07692307692307693,-0.5882352941176467,lipid_like,1.3537445479794332
C21H26O5,357.170760411765,21,26,5,0,0,0,CHO,9.0,1.2380952380952381,0.23809523809523808,0.0,0.35135135135135137,-0.7619047619047619,CRAM,0.9640891819455479
C18H30O7,357.191875035714,18,30,7,0,0,0,CHO,4.0,1.6666666666666667,0.3888888888888889,0.0,0.034482758620689655,-0.8888888888888893,lipid_like,1.4175340469695699
C19H34O6,357.228252166667,19,34,6,0,0,0,CHO,3.0,1.7894736842105263,0.3157894736842105,0.0,0.0,-1.1578947368421053,lipid_like,1.369853842114166
C16H9O9N,358.020551,16,9,9,1,0,0,CHON,13.0,0.5625,0.5625,0.0625,0.7619047619047619,0.75,condensed_aromatic,0.9385649379813886
C10H18O9NSP,358.0366932,10,18,9,1,1,1,CHONSP,2.5,1.8,0.9,0.1,0.0,0.0,carbohydrate_like,1.1984160518558946
C13H14O11,358.049687272727,13,14,11,0,0,0,CHO,7.0,1.0769230769230769,0.8461538461538461,0.0,0.2,0.6153846153846154,other,1.170586467093607
C17H13O8N,358.0568715,17,13,8,1,0,0,CHON,12.0,0.7647058823529411,0.47058823529411764,0.058823529411764705,0.625,0.3529411764705883,aromatic,0.8782853140535107
C14H17O8NS,358.060196,14,17,8,1,1,0,CHONS,7.0,1.2142857142857142,0.5714285714285714,0.07142857142857142,0.1875,0.2857142857142856,N_containing,1.1615165174064679
C17H14O8,358.0649584,17,14,8,0,0,0,CHO,11.0,0.8235294117647058,0.47058823529411764,0.0,0.5384615384615384,0.11764705882352944,aromatic,0.8560676249025102
C16H13O7N3,358.068155,16,13,7,3,0,0,CHON,12.0,0.8125,0.4375,0.1875,0.7368421052631579,0.625,condensed_aromatic,0.9643030964911006
C14H17O10N,358.077987132075,14,17,10,1,0,0,CHON,7.0,1.2142857142857142,0.7142857142857143,0.07142857142857142,0.1875,0.4285714285714284,N_containing,1.180058633228676
C14H18O10,358.086057852459,14,18,10,0,0,0,CHO,6.0,1.2857142857142858,0.7142857142857143,0.0,0.1111111111111111,0.1428571428571428,other,1.3083845338212652
C18H17O7N,358.093239333333,18,17,7,1,0,0,CHON,11.0,0.9444444444444444,0.3888888888888889,0.05555555555555555,0.5185185185185185,0.0,aromatic,0.8970254303275983
C15H21O7NS,358.0966335,15,21,7,1,1,0,CHONS,6.0,1.4,0.4666666666666667,0.06666666666666667,0.10526315789473684,-0.13333333333333375,CRAM,1.2133504901992191
C18H18O7,358.101361,18,18,7,0,0,0,CHO,10.0,1.0,0.3888888888888889,0.0,0.4482758620689655,-0.22222222222222232,CRAM,0.9474007136362368
C17H17O6N3,358.104463,17,17,6,3,0,0,CHON,11.0,1.0,0.35294117647058826,0.17647058823529413,0.5909090909090909,0.23529411764705888,aromatic,0.9029756806444122
C15H22O7S,358.104742666667,15,22,7,0,1,0,CHOS,5.0,1.4666666666666666,0.4666666666666667,0.0,0.047619047619047616,-0.40000000000000036,CRAM,1.322543057458475
C15H21O9N,358.114406014925,15,21,9,1,0,0,CHON,6.0,1.4,0.6,0.06666666666666667,0.10526315789473684,0.0,protein_like,1.1795667986825489
C15H22O9,358.122485287879,15,22,9,0,0,0,CHO,5.0,1.4666666666666666,0.6,0.0,0.047619047619047616,-0.2666666666666666,other,1.4308926992751383
C19H21O6N,358.1296106,19,21,6,1,0,0,CHON,10.0,1.105263157894737,0.3157894736842105,0.05263157894736842,0.43333333333333335,-0.3157894736842106,CRAM,0.9818612748549103
C16H25O6NS,358.133058,16,25,6,1,1,0,CHONS,5.0,1.5625,0.375,0.0625,0.045454545454545456,-0.5,lipid_like,1.3639426516852429
C19H22O6,358.137739,19,22,6,0,0,0,CHO,9.0,1.1578947368421053,0.3157894736842105,0.0,0.375,-0.5263157894736841,CRAM,0.9680538421141661
C16H26O6S,358.141136,16,26,6,0,1,0,CHOS,4.0,1.625,0.375,0.0,0.0,-0.75,lipid_like,1.3911352189444988
C16H25O8N,358.150757454546,16,25,8,1,0,0,CHON,5.0,1.5625,0.5,0.0625,0.045454545454545456,-0.375,carbohydrate_like,1.2345275510229583
C16H26O8,358.158821485714,16,26,8,0,0,0,CHO,4.0,1.625,0.5,0.0,0.0,-0.625,carbohydrate_like,1.2617201182822142
C17H29O7N,358.187184,17,29,7,1,0,0,CHON,4.0,1.7058823529411764,0.4117647058823529,0.058823529411764705,0.0,-0.7058823529411766,lipid_like,1.452122854865113
C18H33O6N,358.223496363636,18,33,6,1,0,0,CHON,3.0,1.8333333333333333,0.3333333333333333,0.05555555555555555,0.0,-1.0,lipid_like,1.4048656606276568
C9H12OS7,358.886097666667,9,12,1,0,7,0,CHOS,4.0,1.3333333333333333,0.1111111111111111,0.0,0.0,0.44444444444444464,CRAM,1.1688224067505568
C16H8O10,359.004443,16,8,10,0,0,0,CHO,13.0,0.5,0.625,0.0,0.7272727272727273,0.75,condensed_aromatic,0.9137519766741252
C13H12O10S,359.007948,13,12,10,0,1,0,CHOS,8.0,0.9230769230769231,0.7692307692307693,0.0,0.2857142857142857,0.7692307692307692,other,1.1626666666666667
C13H12O12,359.025623111111,13,12,12,0,0,0,CHO,8.0,0.9230769230769231,0.9230769230769231,0.0,0.2857142857142857,0.9230769230769229,other,1.1778166784104456
C17H12O9,359.0408945,17,12,9,0,0,0,CHO,12.0,0.7058823529411765,0.5294117647058824,0.0,0.6,0.3529411764705883,aromatic,0.8523983972743656
C17H12O9,359.041079,17,12,9,0,0,0,CHO,12.0,0.7058823529411765,0.5294117647058824,0.0,0.6,0.3529411764705883,aromatic,0.8523983972743656
C14H16O9S,359.044257,14,16,9,0,1,0,CHOS,7.0,1.1428571428571428,0.6428571428571429,0.0,0.17647058823529413,0.2857142857142856,other,1.162962933960656
C25H12OS,359.053631,25,12,1,0,1,0,CHOS,20.0,0.48,0.04,0.0,0.7872340425531915,-0.3200000000000003,condensed_aromatic,0.7319345822348245
C14H16O11,359.061986520548,14,16,11,0,0,0,CHO,7.0,1.1428571428571428,0.7857142857142857,0.0,0.17647058823529413,0.4285714285714284,other,1.179637667581539
C11H21O11P,359.074927,11,21,11,0,0,1,CHOP,1.5,1.9090909090909092,1.0,0.0,0.0,-0.3636363636363633,carbohydrate_like,1.0291512773995377
C18H16O8,359.077254547945,18,16,8,0,0,0,CHO,11.0,0.8888888888888888,0.4444444444444444,0.0,0.5,0.0,aromatic,0.8710298394913009
C17H17O5N2P,359.080213,17,17,5,2,0,1,CHONP,10.5,1.0,0.29411764705882354,0.11764705882352941,0.6086956521739131,-0.35294117647058787,aromatic,0.913328046834258
C15H20O8S,359.080603054546,15,20,8,0,1,0,CHOS,6.0,1.3333333333333333,0.5333333333333333,0.0,0.1,-0.13333333333333375,other,1.2981055166468725
C15H20O10,359.098393975,15,20,10,0,0,0,CHO,6.0,1.3333333333333333,0.6666666666666666,0.0,0.1,0.0,other,1.3166476324690806
C19H20O7,359.113644486842,19,20,7,0,0,0,CHO,10.0,1.0526315789473684,0.3684210526315789,0.0,0.41935483870967744,-0.3157894736842106,CRAM,0.9535296611968234
C16H24O7S,359.116927260869,16,24,7,0,1,0,CHOS,5.0,1.5,0.4375,0.0,0.043478260869565216,-0.5,lipid_like,1.335611038027156
C16H24O9,359.13474312,16,24,9,0,0,0,CHO,5.0,1.5,0.5625,0.0,0.043478260869565216,-0.375,carbohydrate_like,1.1989794607364612
C20H24O6,359.1500122,20,24,6,0,0,0,CHO,9.0,1.2,0.3,0.0,0.35294117647058826,-0.5999999999999996,CRAM,0.9738111033814529
C17H28O6S,359.1533055,17,28,6,0,1,0,CHOS,4.0,1.6470588235294117,0.35294117647058826,0.0,0.0,-0.8235294117647056,lipid_like,1.398172936375045
C17H28O8,359.171154836066,17,28,8,0,0,0,CHO,4.0,1.6470588235294117,0.47058823529411764,0.0,0.0,-0.7058823529411766,lipid_like,1.4220778813127666
C21H28O5,359.186416954545,21,28,5,0,0,0,CHO,8.0,1.3333333333333333,0.23809523809523808,0.0,0.2972972972972973,-0.8571428571428568,CRAM,0.9914225152788814
C18H33O5P,359.199391833333,18,33,5,0,0,1,CHOP,2.5,1.8333333333333333,0.2777777777777778,0.0,0.0,-1.5555555555555554,lipid_like,1.3109915494764672
C18H32O7,359.2075266,18,32,7,0,0,0,CHO,3.0,1.7777777777777777,0.3888888888888889,0.0,0.0,-1.0,lipid_like,1.37653404696957
