MolecularFormula,Mass,C,H,O,N,S,P,El_comp,DBE,HC,OC,NC,AI_mod,NOSC,compound_class,log_CIR
C24H20O8N2,463.114423,24,20,8,2,0,0,CHON,16.0,0.8333333333333334,0.3333333333333333,0.08333333333333333,0.6111111111111112,0.08333333333333348,aromatic,0.8892267784749998
C22H25O9P,463.116372,22,25,9,0,0,1,CHOP,10.5,1.1363636363636365,0.4090909090909091,0.0,0.36363636363636365,-0.5454545454545459,CRAM,0.9770658542144095
C19H21O10N3,463.118974283019,19,21,10,3,0,0,CHON,11.0,1.105263157894737,0.5263157894736842,0.15789473684210525,0.4090909090909091,0.42105263157894735,N_containing,1.2567824350222505
C21H26O6N2P2,463.119243,21,26,6,2,0,2,CHONP,10.0,1.2380952380952381,0.2857142857142857,0.09523809523809523,0.42857142857142855,-0.8571428571428568,CRAM,1.0171124318343474
C22H24O11,463.1245558875,22,24,11,0,0,0,CHO,11.0,1.0909090909090908,0.5,0.0,0.3333333333333333,-0.09090909090909083,other,1.2315405878352923
C21H25O8N2P,463.127624,21,25,8,2,0,1,CHONP,10.5,1.1904761904761905,0.38095238095238093,0.09523809523809523,0.39285714285714285,-0.3809523809523814,CRAM,1.027350710105402
C19H29O11P,463.137573283784,19,29,11,0,0,1,CHOP,5.5,1.5263157894736843,0.5789473684210527,0.0,0.0,-0.6315789473684212,carbohydrate_like,1.1633098364513947
C23H28O8S,463.143078,23,28,8,0,1,0,CHOS,10.0,1.2173913043478262,0.34782608695652173,0.0,0.2777777777777778,-0.43478260869565233,CRAM,0.9858164432296491
C23H29O8P,463.1528355,23,29,8,0,0,1,CHOP,9.5,1.2608695652173914,0.34782608695652173,0.0,0.3055555555555556,-0.7826086956521738,CRAM,0.9994831098963158
C23H32O2N2S3,463.155340826087,23,32,2,2,3,0,CHONS,9.0,1.391304347826087,0.08695652173913043,0.08695652173913043,0.23529411764705882,-0.6956521739130439,CRAM,0.9631622030339195
C23H28O10,463.1609244625,23,28,10,0,0,0,CHO,10.0,1.2173913043478262,0.43478260869565216,0.0,0.2777777777777778,-0.3478260869565215,CRAM,1.0043585590518571
C20H33O10P,463.173946089552,20,33,10,0,0,1,CHOP,4.5,1.65,0.5,0.0,0.0,-0.9000000000000004,carbohydrate_like,1.2738748308080492
C33H24ON2,463.181686,33,24,1,2,0,0,CHON,23.0,0.7272727272727273,0.030303030303030304,0.06060606060606061,0.7049180327868853,-0.4848484848484844,condensed_aromatic,0.8172616760076546
C31H28O4,463.191586,31,28,4,0,0,0,CHO,18.0,0.9032258064516129,0.12903225806451613,0.0,0.5517241379310345,-0.645161290322581,aromatic,0.8121956896999959
C24H32O9,463.19732525,24,32,9,0,0,0,CHO,9.0,1.3333333333333333,0.375,0.0,0.23076923076923078,-0.583333333333333,CRAM,1.0275703525878745
C21H37O9P,463.210321894737,21,37,9,0,0,1,CHOP,3.5,1.7619047619047619,0.42857142857142855,0.0,0.0,-1.1428571428571432,lipid_like,1.431814654588647
C29H36OS2,463.213595083333,29,36,1,0,2,0,CHOS,12.0,1.2413793103448276,0.034482758620689655,0.0,0.3584905660377358,-1.0344827586206895,CRAM,0.816074172089619
C25H36O8,463.233753906977,25,36,8,0,0,0,CHO,8.0,1.44,0.32,0.0,0.19047619047619047,-0.7999999999999998,CRAM,1.0495343103842476
C19H15O13N,464.046948444444,19,15,13,1,0,0,CHON,13.0,0.7894736842105263,0.6842105263157895,0.05263157894736842,0.5217391304347826,0.736842105263158,aromatic,0.9265558738344752
C19H15O13N,464.04724,19,15,13,1,0,0,CHON,13.0,0.7894736842105263,0.6842105263157895,0.05263157894736842,0.5217391304347826,0.736842105263158,aromatic,0.9265558738344752
C19H16O13,464.055102368421,19,16,13,0,0,0,CHO,12.0,0.8421052631578947,0.6842105263157895,0.0,0.44,0.5263157894736841,other,1.229102064282137
C15H31O3NS6,464.055455,15,31,3,1,6,0,CHONS,1.0,2.066666666666667,0.2,0.06666666666666667,0.0,-0.666666666666667,lipid_like,1.0937442652795202
C20H19O12N,464.08341802439,20,19,12,1,0,0,CHON,12.0,0.95,0.6,0.05,0.4230769230769231,0.3999999999999999,N_containing,1.236548941959239
C20H19O12N,464.083717,20,19,12,1,0,0,CHON,12.0,0.95,0.6,0.05,0.4230769230769231,0.3999999999999999,N_containing,1.236548941959239
C20H20O12,464.091501808511,20,20,12,0,0,0,CHO,11.0,1.0,0.6,0.0,0.35714285714285715,0.20000000000000018,other,1.2282081758851615
C23H19O6N3S,464.091829,23,19,6,3,1,0,CHONS,16.0,0.8260869565217391,0.2608695652173913,0.13043478260869565,0.65625,0.17391304347826075,aromatic,0.9006930304400826
C19H19O11N3,464.094608,19,19,11,3,0,0,CHON,12.0,1.0,0.5789473684210527,0.15789473684210525,0.47619047619047616,0.6315789473684212,N_containing,1.2647022354491908
C17H25O12P,464.104505,17,25,12,0,0,1,CHOP,5.5,1.4705882352941178,0.7058823529411765,0.0,0.0,-0.35294117647058787,other,1.4181866755454204
C21H27O3N3S3,464.11424,21,27,3,3,3,0,CHONS,10.0,1.2857142857142858,0.14285714285714285,0.14285714285714285,0.2962962962962963,-0.2857142857142856,CRAM,0.97659032000044
C21H25O9P,464.119797553191,21,25,9,0,0,1,CHOP,9.5,1.1904761904761905,0.42857142857142855,0.0,0.3225806451612903,-0.5714285714285712,CRAM,0.9992646545886471
C21H23O11N,464.120086333333,21,23,11,1,0,0,CHON,11.0,1.0952380952380953,0.5238095238095238,0.047619047619047616,0.3448275862068966,0.09523809523809534,N_containing,1.234746820950274
C21H24O11,464.127909135593,21,24,11,0,0,0,CHO,10.0,1.1428571428571428,0.5238095238095238,0.0,0.2903225806451613,-0.0952380952380949,other,1.2264060548761968
C20H25O8N2P,464.1309985,20,25,8,2,0,1,CHONP,9.5,1.25,0.4,0.1,0.34615384615384615,-0.40000000000000036,CRAM,1.0492559531308616
C18H29O11P,464.140807166667,18,29,11,0,0,1,CHOP,4.5,1.6111111111111112,0.6111111111111112,0.0,0.0,-0.666666666666667,carbohydrate_like,1.2665142222241417
C22H29O8P,464.156220142857,22,29,8,0,0,1,CHOP,8.5,1.3181818181818181,0.36363636363636365,0.0,0.2647058823529412,-0.8181818181818183,CRAM,1.0219453382528105
C22H27O10N,464.156500833333,22,27,10,1,0,0,CHON,10.0,1.2272727272727273,0.45454545454545453,0.045454545454545456,0.28125,-0.18181818181818166,CRAM,1.0406282201490962
C22H28O10,464.164333098361,22,28,10,0,0,0,CHO,9.0,1.2727272727272727,0.45454545454545453,0.0,0.23529411764705882,-0.3636363636363633,CRAM,1.026820787408352
C21H27O9N3,464.167441,21,27,9,3,0,0,CHON,10.0,1.2857142857142858,0.42857142857142855,0.14285714285714285,0.2962962962962963,0.0,CRAM,1.0678795200701354
C32H23ON3,464.176898,32,23,1,3,0,0,CHON,23.0,0.71875,0.03125,0.09375,0.7368421052631579,-0.375,condensed_aromatic,0.8241364206711829
C19H33O10P,464.177266333333,19,33,10,0,0,1,CHOP,3.5,1.736842105263158,0.5263157894736842,0.0,0.0,-0.9473684210526319,carbohydrate_like,1.2954509028740955
C22H32O4N3SP,464.177738,22,32,4,3,1,1,CHONSP,8.5,1.4545454545454546,0.18181818181818182,0.13636363636363635,0.26666666666666666,-0.8181818181818183,CRAM,1.046629797897257
C23H31O9N,464.192696272727,23,31,9,1,0,0,CHON,9.0,1.3478260869565217,0.391304347826087,0.043478260869565216,0.22857142857142856,-0.43478260869565233,CRAM,1.0640777252653255
C23H32O9,464.2007494,23,32,9,0,0,0,CHO,8.0,1.391304347826087,0.391304347826087,0.0,0.1891891891891892,-0.6086956521739131,CRAM,1.0502702925245813
C19H36O8N3P,464.216808,19,36,8,3,0,1,CHONP,3.5,1.894736842105263,0.42105263157894735,0.15789473684210525,0.0,-0.8421052631578947,lipid_like,1.4931236525333755
C19H14O14,465.031021522727,19,14,14,0,0,0,CHO,13.0,0.7368421052631579,0.7368421052631579,0.0,0.5,0.736842105263158,aromatic,0.8963267337005317
C27H14O6S,465.0438735,27,14,6,0,1,0,CHOS,21.0,0.5185185185185185,0.2222222222222222,0.0,0.7391304347826086,0.0,condensed_aromatic,0.8722692756885446
C19H20O6N2SP2,465.044326,19,20,6,2,1,2,CHONSP,11.0,1.0526315789473684,0.3157894736842105,0.10526315789473684,0.5454545454545454,-0.5263157894736841,aromatic,0.908521019653126
C23H14O11,465.046404333333,23,14,11,0,0,0,CHO,17.0,0.6086956521739131,0.4782608695652174,0.0,0.6571428571428571,0.34782608695652195,aromatic,0.8357831213835596
C22H15O8N2P,465.049351,22,15,8,2,0,1,CHONP,16.5,0.6818181818181818,0.36363636363636365,0.09090909090909091,0.7666666666666667,0.09090909090909083,condensed_aromatic,0.9741741319533865
C24H19O6SP,465.0568435,24,19,6,0,1,1,CHOSP,15.5,0.7916666666666666,0.25,0.0,0.6052631578947368,-0.41666666666666696,aromatic,0.8478606811622384
C20H18O13,465.06740976,20,18,13,0,0,0,CHO,12.0,0.9,0.65,0.0,0.4074074074074074,0.3999999999999999,other,1.234859325549424
C19H18O12N2,465.078755,19,18,12,2,0,0,CHON,12.0,0.9473684210526315,0.631578947368421,0.10526315789473684,0.45454545454545453,0.6315789473684212,N_containing,1.2548574860962283
C20H22O7N2S2,465.07969,20,22,7,2,2,0,CHONS,11.0,1.1,0.35,0.1,0.36,0.10000000000000009,CRAM,0.9971601606091309
C17H23O13P,465.0803075,17,23,13,0,0,1,CHOP,6.5,1.3529411764705883,0.7647058823529411,0.0,0.0,-0.117647058823529,other,1.2608378252096828
C24H18O10,465.082605,24,18,10,0,0,0,CHO,16.0,0.75,0.4166666666666667,0.0,0.5789473684210527,0.08333333333333348,aromatic,0.8495954612204135
C20H24O7N2P2,465.098301,20,24,7,2,0,2,CHONP,10.0,1.2,0.35,0.1,0.44,-0.7000000000000002,CRAM,1.0244934939424641
C20H24O7N2P2,465.098635,20,24,7,2,0,2,CHONP,10.0,1.2,0.35,0.1,0.44,-0.7000000000000002,CRAM,1.0244934939424641
C21H22O12,465.1038256375,21,22,12,0,0,0,CHO,11.0,1.0476190476190477,0.5714285714285714,0.0,0.3333333333333333,0.09523809523809534,other,1.2336362661930351
C20H22O11N2,465.115064333333,20,22,11,2,0,0,CHON,11.0,1.1,0.55,0.1,0.36,0.2999999999999998,N_containing,1.2533845360466769
C18H27O12P,465.11683177551,18,27,12,0,0,1,CHOP,5.5,1.5,0.6666666666666666,0.0,0.0,-0.44444444444444464,carbohydrate_like,1.161312438214716
C22H30O3N2S3,465.134706111111,22,30,3,2,3,0,CHONS,9.0,1.3636363636363635,0.13636363636363635,0.09090909090909091,0.22580645161290322,-0.5454545454545459,CRAM,0.9919832256230678
C21H28O6N2P2,465.13508,21,28,6,2,0,2,CHONP,9.0,1.3333333333333333,0.2857142857142857,0.09523809523809523,0.35714285714285715,-0.9523809523809526,CRAM,1.0444457651676808
C22H26O11,465.1402474625,22,26,11,0,0,0,CHO,10.0,1.1818181818181819,0.5,0.0,0.2727272727272727,-0.18181818181818166,other,1.2315405878352923
C21H27O8N2P,465.143175,21,27,8,2,0,1,CHONP,9.5,1.2857142857142858,0.38095238095238093,0.09523809523809523,0.32142857142857145,-0.4761904761904763,CRAM,1.0546840434387355
C21H26O10N2,465.151554,21,26,10,2,0,0,CHON,10.0,1.2380952380952381,0.47619047619047616,0.09523809523809523,0.2857142857142857,0.0,CRAM,1.0595594925942768
C15H36O8N2SP2,465.159444,15,36,8,2,1,2,CHONSP,-1.0,2.4,0.5333333333333333,0.13333333333333333,0.0,-1.4666666666666668,carbohydrate_like,1.1061253758585536
C23H34O2N2S3,465.171076,23,34,2,2,3,0,CHONS,8.0,1.4782608695652173,0.08695652173913043,0.08695652173913043,0.17647058823529413,-0.7826086956521738,CRAM,0.9904955363672528
C23H30O10,465.1766325625,23,30,10,0,0,0,CHO,9.0,1.3043478260869565,0.43478260869565216,0.0,0.2222222222222222,-0.43478260869565233,CRAM,1.0316918923851905
C21H42ON2S4,465.210671,21,42,1,2,4,0,CHONS,2.0,2.0,0.047619047619047616,0.09523809523809523,0.0,-1.2380952380952381,lipid_like,1.1688928259276101
C24H34O9,465.212982444444,24,34,9,0,0,0,CHO,8.0,1.4166666666666667,0.375,0.0,0.1794871794871795,-0.666666666666667,CRAM,1.0549036859212078
C21H38O9S,465.21633,21,38,9,0,1,0,CHOS,3.0,1.8095238095238095,0.42857142857142855,0.0,0.0,-0.8571428571428568,lipid_like,1.4147313212553136
C28H34O6,465.2285728,28,34,6,0,0,0,CHO,12.0,1.2142857142857142,0.21428571428571427,0.0,0.36,-0.7857142857142856,CRAM,0.9284358211363561
C25H38O8,465.24927564,25,38,8,0,0,0,CHO,7.0,1.52,0.32,0.0,0.14285714285714285,-0.8799999999999999,lipid_like,1.109667643717581
C22H43O8P,465.262414,22,43,8,0,0,1,CHOP,1.5,1.9545454545454546,0.36363636363636365,0.0,0.0,-1.4545454545454541,lipid_like,1.2084953382528103
C19H17O13N,466.0627082,19,17,13,1,0,0,CHON,12.0,0.8947368421052632,0.6842105263157895,0.05263157894736842,0.43478260869565216,0.6315789473684212,N_containing,1.2374428303562144
C12H25O10N3S3,466.062947,12,25,10,3,3,0,CHONS,2.0,2.0833333333333335,0.8333333333333334,0.25,0.0,0.8333333333333335,carbohydrate_like,1.2103425608788871
C11H23O13N3P2,466.063357,11,23,13,3,0,2,CHONP,2.0,2.090909090909091,1.1818181818181819,0.2727272727272727,0.0,0.18181818181818166,carbohydrate_like,1.2116150158226073
C19H18O13,466.070786975,19,18,13,0,0,0,CHO,11.0,0.9473684210526315,0.6842105263157895,0.0,0.36,0.42105263157894735,other,1.229102064282137
C16H23O13P,466.083653,16,23,13,0,0,1,CHOP,5.5,1.4375,0.8125,0.0,0.0,-0.125,other,1.4178001077791365
C20H21O12N,466.099098019608,20,21,12,1,0,0,CHON,11.0,1.05,0.6,0.05,0.34615384615384615,0.2999999999999998,N_containing,1.236548941959239
C23H22O4N3SP,466.099474,23,22,4,3,1,1,CHONSP,14.5,0.9565217391304348,0.17391304347826086,0.13043478260869565,0.625,-0.3478260869565215,aromatic,0.8875009028740956
C20H22O12,466.107231901639,20,22,12,0,0,0,CHO,10.0,1.1,0.6,0.0,0.2857142857142857,0.10000000000000009,other,1.2282081758851615
C21H25O11N,466.135488431034,21,25,11,1,0,0,CHON,10.0,1.1904761904761905,0.5238095238095238,0.047619047619047616,0.27586206896551724,0.0,N_containing,1.234746820950274
C21H25O11N,466.1357245,21,25,11,1,0,0,CHON,10.0,1.1904761904761905,0.5238095238095238,0.047619047619047616,0.27586206896551724,0.0,N_containing,1.234746820950274
C21H26O11,466.143601202898,21,26,11,0,0,0,CHO,9.0,1.2380952380952381,0.5238095238095238,0.0,0.22580645161290322,-0.1904761904761907,other,1.2264060548761968
C20H25O10N3,466.146853,20,25,10,3,0,0,CHON,10.0,1.25,0.5,0.15,0.2916666666666667,0.20000000000000018,N_containing,1.2625396962895374
C18H29O13N,466.1567225,18,29,13,1,0,0,CHON,5.0,1.6111111111111112,0.7222222222222222,0.05555555555555555,0.0,0.0,carbohydrate_like,1.2711705279064671
C22H29O10N,466.171866166667,22,29,10,1,0,0,CHON,9.0,1.3181818181818181,0.45454545454545453,0.045454545454545456,0.21875,-0.2727272727272725,CRAM,1.0679615534824294
C22H30O10,466.179957206349,22,30,10,0,0,0,CHO,8.0,1.3636363636363635,0.45454545454545453,0.0,0.17647058823529413,-0.45454545454545414,CRAM,1.0541541207416854
C23H33O9N,466.208155625,23,33,9,1,0,0,CHON,8.0,1.434782608695652,0.391304347826087,0.043478260869565216,0.17142857142857143,-0.5217391304347823,CRAM,1.0914110585986587
C20H42ON2S4,466.21402,20,42,1,2,4,0,CHONS,1.0,2.1,0.05,0.1,0.0,-1.2999999999999998,lipid_like,1.0267980689530698
C23H34O9,466.216274392857,23,34,9,0,0,0,CHO,7.0,1.4782608695652173,0.391304347826087,0.0,0.13513513513513514,-0.6956521739130439,CRAM,1.0776036258579147
C27H34O6,466.2319965,27,34,6,0,0,0,CHO,11.0,1.2592592592592593,0.2222222222222222,0.0,0.3333333333333333,-0.8148148148148149,CRAM,0.9518924640943418
C17H8O8S4,466.903023833333,17,8,8,0,4,0,CHOS,14.0,0.47058823529411764,0.47058823529411764,0.0,0.6666666666666666,0.9411764705882355,condensed_aromatic,0.9155001035349889
C22H12O12,467.025670625,22,12,12,0,0,0,CHO,17.0,0.5454545454545454,0.5454545454545454,0.0,0.6875,0.5454545454545454,condensed_aromatic,0.9463041324854642
C14H28O7S5,467.036541333333,14,28,7,0,5,0,CHOS,1.0,2.0,0.5,0.0,0.0,-0.2857142857142856,carbohydrate_like,0.993515252862824
C19H16O14,467.046703092308,19,16,14,0,0,0,CHO,12.0,0.8421052631578947,0.7368421052631579,0.0,0.4166666666666667,0.6315789473684212,other,1.235260067033865
C18H28O4S5,467.051699875,18,28,4,0,5,0,CHOS,5.0,1.5555555555555556,0.2222222222222222,0.0,0.0,-0.5555555555555554,lipid_like,1.302699433654259
C25H12O8N2,467.051985,25,12,8,2,0,0,CHON,21.0,0.48,0.32,0.08,0.8421052631578947,0.3999999999999999,condensed_aromatic,0.9306005309854085
C16H21O14P,467.059744666667,16,21,14,0,0,1,CHOP,6.5,1.3125,0.875,0.0,0.0,0.125,other,1.2599581105308646
C23H16O11,467.06202924,23,16,11,0,0,0,CHO,16.0,0.6956521739130435,0.4782608695652174,0.0,0.6,0.26086956521739113,aromatic,0.8482783594787977
C26H17O3N2SP,467.062343,26,17,3,2,1,1,CHONSP,19.5,0.6538461538461539,0.11538461538461539,0.07692307692307693,0.7804878048780488,-0.3076923076923075,condensed_aromatic,0.8804602583572296
C20H20O11S,467.065254,20,20,11,0,1,0,CHOS,11.0,1.0,0.55,0.0,0.3333333333333333,0.20000000000000018,other,1.220977964568323
C13H28O8N2S4,467.065498,13,28,8,2,4,0,CHONS,1.0,2.1538461538461537,0.6153846153846154,0.15384615384615385,0.0,0.15384615384615374,carbohydrate_like,1.0560110767228064
C22H16O10N2,467.073096,22,16,10,2,0,0,CHON,16.0,0.7272727272727273,0.45454545454545453,0.09090909090909091,0.6666666666666666,0.4545454545454546,condensed_aromatic,1.0009162477755946
C20H21O11P,467.074989,20,21,11,0,0,1,CHOP,10.5,1.05,0.55,0.0,0.37037037037037035,-0.20000000000000018,other,1.220977964568323
C20H20O13,467.083134358974,20,20,13,0,0,0,CHO,11.0,1.0,0.65,0.0,0.3333333333333333,0.2999999999999998,other,1.234859325549424
C17H25O13P,467.096045333333,17,25,13,0,0,1,CHOP,5.5,1.4705882352941178,0.7647058823529411,0.0,0.0,-0.23529411764705888,other,1.4248378252096827
C24H20O10,467.098244636364,24,20,10,0,0,0,CHO,15.0,0.8333333333333334,0.4166666666666667,0.0,0.5263157894736842,0.0,aromatic,0.8884375664835714
C24H20O10,467.098597857143,24,20,10,0,0,0,CHO,15.0,0.8333333333333334,0.4166666666666667,0.0,0.5263157894736842,0.0,aromatic,0.8884375664835714
C21H24O10S,467.1017395,21,24,10,0,1,0,CHOS,10.0,1.1428571428571428,0.47619047619047616,0.0,0.26666666666666666,-0.0952380952380949,CRAM,0.994352921115923
C25H25O5SP,467.108727,25,25,5,0,1,1,CHOSP,13.5,1.0,0.2,0.0,0.4878048780487805,-0.7199999999999998,CRAM,0.860146020369414
C21H24O12,467.1195139125,21,24,12,0,0,0,CHO,10.0,1.1428571428571428,0.5714285714285714,0.0,0.26666666666666666,0.0,other,1.2336362661930351
C25H25O7P,467.126595,25,25,7,0,0,1,CHOP,13.5,1.0,0.28,0.0,0.4878048780487805,-0.6399999999999997,CRAM,0.8881051845291835
C32H20O4,467.128978,32,20,4,0,0,0,CHO,23.0,0.625,0.125,0.0,0.7,-0.375,condensed_aromatic,0.8651051738813219
C18H29O12P,467.132448333333,18,29,12,0,0,1,CHOP,4.5,1.6111111111111112,0.6666666666666666,0.0,0.0,-0.5555555555555554,carbohydrate_like,1.270645771548049
C19H33O7S2P,467.133236,19,33,7,0,2,1,CHOSP,3.5,1.736842105263158,0.3684210526315789,0.0,0.0,-1.0526315789473681,lipid_like,1.3997463278634898
C17H28O11N2S,467.134079,17,28,11,2,1,0,CHONS,5.0,1.6470588235294117,0.6470588235294118,0.11764705882352941,0.0,0.11764705882352944,carbohydrate_like,1.2807521688572945
C25H24O9,467.1349095,25,24,9,0,0,0,CHO,14.0,0.96,0.36,0.0,0.4634146341463415,-0.2400000000000002,CRAM,0.8953214930125133
C22H28O9S,467.138121666667,22,28,9,0,1,0,CHOS,9.0,1.2727272727272727,0.4090909090909091,0.0,0.21212121212121213,-0.3636363636363633,CRAM,1.0180658542144094
C23H33O4S2P,467.148448,23,33,4,0,2,1,CHOSP,7.5,1.434782608695652,0.17391304347826086,0.0,0.19444444444444445,-1.1304347826086953,CRAM,0.9965527040592741
C22H28O11,467.1558633375,22,28,11,0,0,0,CHO,9.0,1.2727272727272727,0.5,0.0,0.21212121212121213,-0.2727272727272725,other,1.2315405878352923
C33H24O3,467.1653746,33,24,3,0,0,0,CHO,22.0,0.7272727272727273,0.09090909090909091,0.0,0.6507936507936508,-0.5454545454545459,aromatic,0.7458461694615167
C19H33O11P,467.168896333333,19,33,11,0,0,1,CHOP,3.5,1.736842105263158,0.5789473684210527,0.0,0.0,-0.8421052631578947,carbohydrate_like,1.2999765031180615
C26H28O8,467.171020833333,26,28,8,0,0,0,CHO,13.0,1.0769230769230769,0.3076923076923077,0.0,0.4090909090909091,-0.4615384615384617,CRAM,0.9170890376536389
C26H28O8,467.171368,26,28,8,0,0,0,CHO,13.0,1.0769230769230769,0.3076923076923077,0.0,0.4090909090909091,-0.4615384615384617,CRAM,0.9170890376536389
C23H32O10,467.192249641026,23,32,10,0,0,0,CHO,8.0,1.391304347826087,0.43478260869565216,0.0,0.16666666666666666,-0.5217391304347823,CRAM,1.059025225718524
C20H36O10S,467.195606,20,36,10,0,1,0,CHOS,3.0,1.8,0.5,0.0,0.0,-0.7000000000000002,carbohydrate_like,1.2841248308080493
C24H36O9,467.22865259322,24,36,9,0,0,0,CHO,7.0,1.5,0.375,0.0,0.1282051282051282,-0.75,lipid_like,1.1150370192545411
C25H40O8,467.264940333333,25,40,8,0,0,0,CHO,6.0,1.6,0.32,0.0,0.09523809523809523,-0.96,lipid_like,1.273667643717581
C14H15O3NS7,467.902494714286,14,15,3,1,7,0,CHONS,8.0,1.0714285714285714,0.21428571428571427,0.07142857142857142,0.0,0.5714285714285716,CRAM,0.9433478332983714
C18H16O14,468.05009325,18,16,14,0,0,0,CHO,11.0,0.8888888888888888,0.7777777777777778,0.0,0.36363636363636365,0.6666666666666665,other,1.2291311194732786
C14H31O4NS6,468.05044175,14,31,4,1,6,0,CHONS,0.0,2.2142857142857144,0.2857142857142857,0.07142857142857142,0.0,-0.5714285714285712,lipid_like,1.1367194449027596
C15H23O8N3S3,468.05747825,15,23,8,3,3,0,CHONS,6.0,1.5333333333333334,0.5333333333333333,0.2,0.0,0.5333333333333332,carbohydrate_like,1.1177336698616878
C19H21O11P,468.078401219512,19,21,11,0,0,1,CHOP,9.5,1.105263157894737,0.5789473684210527,0.0,0.32,-0.21052631578947345,other,1.215220703301036
C19H19O13N,468.078665,19,19,13,1,0,0,CHON,11.0,1.0,0.6842105263157895,0.05263157894736842,0.34782608695652173,0.5263157894736841,N_containing,1.2374428303562144
C19H20O13,468.086463941177,19,20,13,0,0,0,CHO,10.0,1.0526315789473684,0.6842105263157895,0.0,0.28,0.3157894736842106,other,1.229102064282137
C16H27O7N3S3,468.0937765,16,27,7,3,3,0,CHONS,5.0,1.6875,0.4375,0.1875,0.0,0.125,lipid_like,1.4178925701753107
C21H27O5NS3,468.097963,21,27,5,1,3,0,CHONS,9.0,1.2857142857142858,0.23809523809523808,0.047619047619047616,0.20689655172413793,-0.3809523809523814,CRAM,1.0052299480196254
C20H23O12N,468.114709898305,20,23,12,1,0,0,CHON,10.0,1.15,0.6,0.05,0.2692307692307692,0.20000000000000018,N_containing,1.236548941959239
C20H23O12N,468.1150105,20,23,12,1,0,0,CHON,10.0,1.15,0.6,0.05,0.2692307692307692,0.20000000000000018,N_containing,1.236548941959239
C20H24O12,468.122835714286,20,24,12,0,0,0,CHO,9.0,1.2,0.6,0.0,0.21428571428571427,0.0,other,1.2282081758851615
C21H27O11N,468.151100015625,21,27,11,1,0,0,CHON,9.0,1.2857142857142858,0.5238095238095238,0.047619047619047616,0.20689655172413793,-0.0952380952380949,N_containing,1.234746820950274
C21H28O11,468.159178378788,21,28,11,0,0,0,CHO,8.0,1.3333333333333333,0.5238095238095238,0.0,0.16129032258064516,-0.2857142857142856,other,1.2264060548761968
C17H31O10N3S,468.165875,17,31,10,3,1,0,CHONS,4.0,1.8235294117647058,0.5882352941176471,0.17647058823529413,0.0,0.0,carbohydrate_like,1.3616348626164627
C22H31O10N,468.187536052632,22,31,10,1,0,0,CHON,8.0,1.4090909090909092,0.45454545454545453,0.045454545454545456,0.15625,-0.3636363636363633,CRAM,1.0952948868157628
C22H32O10,468.195616264151,22,32,10,0,0,0,CHO,7.0,1.4545454545454546,0.45454545454545453,0.0,0.11764705882352941,-0.5454545454545459,CRAM,1.0814874540750186
C23H35O9N,468.224028,23,35,9,1,0,0,CHON,7.0,1.5217391304347827,0.391304347826087,0.043478260869565216,0.11428571428571428,-0.6086956521739131,lipid_like,1.151544391931992
C23H36O9,468.232076,23,36,9,0,0,0,CHO,6.0,1.565217391304348,0.391304347826087,0.0,0.08108108108108109,-0.7826086956521738,lipid_like,1.2744036258579146
C16H6O11S3,468.899885631579,16,6,11,0,3,0,CHOS,14.0,0.375,0.6875,0.0,0.7333333333333333,1.375,condensed_aromatic,0.9203465245758131
C21H10O13,469.00474,21,10,13,0,0,0,CHO,17.0,0.47619047619047616,0.6190476190476191,0.0,0.7241379310344828,0.7619047619047619,condensed_aromatic,0.9398092549377575
C21H10O13,469.004992,21,10,13,0,0,0,CHO,17.0,0.47619047619047616,0.6190476190476191,0.0,0.7241379310344828,0.7619047619047619,condensed_aromatic,0.9398092549377575
C18H14O15,469.02598525,18,14,15,0,0,0,CHO,12.0,0.7777777777777778,0.8333333333333334,0.0,0.42857142857142855,0.8888888888888888,other,1.2348640828794961
C18H14O15,469.026262666667,18,14,15,0,0,0,CHO,12.0,0.7777777777777778,0.8333333333333334,0.0,0.42857142857142855,0.8888888888888888,other,1.2348640828794961
C22H14O12,469.041286666667,22,14,12,0,0,0,CHO,16.0,0.6363636363636364,0.5454545454545454,0.0,0.625,0.4545454545454546,aromatic,0.8451707991521309
C25H15O4N2SP,469.041683,25,15,4,2,1,1,CHONSP,19.5,0.6,0.16,0.08,0.8157894736842105,-0.16000000000000014,condensed_aromatic,0.8924245111132791
C32H10ON2S,469.044052,32,10,1,2,1,0,CHONS,29.0,0.3125,0.03125,0.0625,0.9298245614035088,0.0,condensed_aromatic,0.7375292962586918
C17H26O7S4,469.0489135,17,26,7,0,4,0,CHOS,5.0,1.5294117647058822,0.4117647058823529,0.0,0.0,-0.23529411764705888,lipid_like,1.3426487554577022
C14H30O7S5,469.052237,14,30,7,0,5,0,CHOS,0.0,2.142857142857143,0.5,0.0,0.0,-0.4285714285714288,carbohydrate_like,1.026315252862824
C22H18O6N2S2,469.053471,22,18,6,2,2,0,CHONS,15.0,0.8181818181818182,0.2727272727272727,0.09090909090909091,0.6,0.18181818181818166,aromatic,0.9183802981267762
C19H19O12P,469.054145,19,19,12,0,0,1,CHOP,10.5,1.0,0.631578947368421,0.0,0.375,0.0,other,1.2224509146178746
C19H18O14,469.062383054054,19,18,14,0,0,0,CHO,11.0,0.9473684210526315,0.7368421052631579,0.0,0.3333333333333333,0.5263157894736841,other,1.235260067033865
